,goldDiff - TOP_-56to0,goldDiff - MID_-81to0,goldDiff - ADC_-102to0,goldDiff - SUPP_-21to0,item0 - SUPPR_NoItem,item0 - SUPPB_NoItem,level - TOPB_0to3,level - SUPPR_0to2,level - JGB_0to3,level - MIDB_0to3,level - ADCB_0to2,level - SUPPB_0to2,level - TOPR_0to3,level - JGR_0to3,level - MIDR_0to3,level - ADCR_0to2,minute_0to4,xpDiff - MID_-11to18,xpDiff - ADC_-102to0,wardsPlaced - TOPR
1648,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1649,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1650,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1651,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1652,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1653,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1654,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1655,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1656,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1657,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True
1658,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1659,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1660,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
1661,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1662,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1663,False,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False
1664,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True
1665,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1666,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
1668,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1669,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1670,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1671,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1672,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1673,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1674,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1675,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
1676,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
1677,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1678,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
1679,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1680,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1681,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1682,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1683,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1684,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1685,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1686,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1687,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1688,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1689,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1690,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1691,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1692,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1693,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1694,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1695,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1696,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1697,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1698,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1699,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1700,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1701,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1702,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1703,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1704,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1705,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1706,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1707,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1708,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1709,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1710,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1711,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
1712,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False
1713,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1714,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False
1715,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True
1716,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1717,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1718,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1719,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1720,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1721,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1722,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1723,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1724,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1725,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1726,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
1727,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1728,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1729,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1730,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1731,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1732,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1733,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1734,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1735,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1736,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1737,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1738,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1739,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1740,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1741,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1742,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1743,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1744,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1745,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1746,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1747,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1748,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1749,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1750,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
1751,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False
1752,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True
1753,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False
1754,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True
1755,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1756,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1757,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1758,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1759,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1760,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1761,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1762,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1763,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1764,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1765,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1766,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1767,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
1768,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1769,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1770,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1771,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1772,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1773,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1774,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1775,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1776,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1777,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1778,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1779,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1780,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1781,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1782,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1783,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1784,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1785,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1786,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1787,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1788,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1789,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1790,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1791,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1792,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1793,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1794,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1795,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1796,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1797,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1798,False,True,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False
1799,False,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True
1800,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
1801,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
1802,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1803,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1804,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1805,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1806,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1807,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1808,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1809,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1810,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1811,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1812,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1813,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1814,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1815,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1816,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1817,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1818,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1819,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1820,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1821,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1822,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1823,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1824,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1825,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1826,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1827,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
1828,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1829,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1830,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1831,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1832,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1833,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
1834,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1835,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1836,False,True,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False
1837,False,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True
1838,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
1839,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1840,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1841,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1842,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1843,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1844,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1845,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1846,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1847,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1848,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1849,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1850,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1851,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1852,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1853,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1854,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1855,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1856,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1857,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1858,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1859,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1860,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1861,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1862,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1863,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1864,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1865,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1866,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1867,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1868,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1869,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1870,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False
1871,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True
1872,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
1873,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1874,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
1875,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1876,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1877,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1878,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1879,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1880,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1881,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1882,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1883,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1884,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1885,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1886,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1887,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1888,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1889,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1890,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1891,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1892,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1893,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1894,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1895,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1896,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1897,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1898,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1899,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1900,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1901,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1902,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1903,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1904,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1905,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1906,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1907,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1908,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1909,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1910,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1911,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1912,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1913,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1914,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1915,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False
1916,False,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False
1917,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
1918,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1919,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1920,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1921,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1922,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
1923,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1924,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1925,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1926,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1927,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1928,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
1929,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1930,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1931,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1932,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1933,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1934,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1935,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1936,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1937,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1938,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1939,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1940,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1942,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1943,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1944,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1945,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1946,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1947,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1948,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1949,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1950,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1951,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1952,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1953,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1954,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False
1955,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True
1956,False,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False
1957,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1958,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
1959,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1960,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1961,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1962,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1963,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
1964,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1965,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1966,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
