,item0 - SUPPR_NoItem,item0 - JGB_NoItem,item0 - JGB_ControlWard,item1 - JGB_ControlWard,level - JGR_0to3,wardsPlaced - JGB
2313,False,True,False,False,False,False
2314,False,False,True,False,False,True
2315,False,True,False,False,False,False
2316,False,True,False,False,False,False
2317,False,False,True,False,False,True
2318,False,True,False,False,False,True
2319,False,True,False,False,False,True
2320,False,True,False,False,False,False
2321,True,True,False,False,True,False
2322,False,False,False,False,True,False
2323,False,False,False,False,True,False
2324,False,True,False,False,False,False
2325,False,False,False,False,True,False
2326,False,False,False,True,False,True
2327,False,False,False,False,False,False
2328,False,False,False,False,False,False
2329,False,False,False,False,False,False
2330,False,False,False,False,False,False
2331,False,True,False,False,False,False
2332,False,False,True,False,False,False
2333,False,True,False,False,False,True
2334,False,True,False,False,False,True
2335,False,False,True,False,False,True
2336,False,True,False,False,False,False
2337,False,True,False,False,False,False
2338,False,True,False,False,False,True
2339,False,True,False,False,False,False
2340,False,False,True,False,False,True
2341,False,True,False,False,False,True
2342,False,True,False,False,False,True
2343,False,False,True,False,False,False
2344,False,False,True,False,False,False
2345,False,True,False,False,False,True
2346,False,True,False,False,False,False
2347,False,False,True,False,False,True
2348,False,True,False,False,False,True
2349,False,False,True,False,False,False
2350,False,False,True,False,False,False
2351,False,True,False,False,False,False
2352,False,True,False,False,False,True
2353,False,False,True,False,False,True
2354,False,False,True,False,False,True
2355,False,True,False,False,False,True
2356,False,False,True,False,False,False
2357,False,True,False,False,False,False
2358,False,False,True,False,False,True
2359,False,False,True,False,False,False
2360,False,True,False,False,False,False
2361,True,True,False,False,True,False
2362,False,False,False,False,True,False
2363,False,False,False,False,True,True
2364,False,False,False,False,True,False
2365,False,False,False,False,False,True
2366,False,False,False,False,False,False
2367,False,False,False,False,False,False
2368,False,False,False,False,False,False
2369,False,True,False,False,False,True
2370,False,False,False,True,False,False
2371,False,False,True,False,False,False
2372,False,False,True,False,False,False
2373,False,False,True,False,False,False
2374,False,False,True,False,False,True
2375,False,False,True,False,False,False
2376,False,False,True,False,False,True
2377,False,False,True,False,False,False
2378,False,False,True,False,False,False
2379,False,True,False,False,False,True
2380,False,False,True,False,False,True
2381,False,True,False,False,False,False
2382,False,False,True,False,False,True
2383,False,True,False,False,False,False
2384,False,False,True,False,False,False
2385,False,False,True,False,False,False
2386,False,True,False,False,False,True
2387,False,True,False,False,False,False
2388,False,False,True,False,False,True
2389,False,False,True,False,False,False
2390,False,True,False,False,False,False
2391,False,True,False,False,False,False
2392,False,True,False,False,False,True
2393,False,True,False,False,False,False
2394,False,True,False,False,False,False
2395,False,True,False,False,False,True
2396,False,False,True,False,False,False
2397,False,False,True,False,False,False
2398,False,False,True,False,False,False
2399,False,True,False,False,False,False
2400,False,True,False,False,False,False
2401,True,True,False,False,True,False
2402,False,True,False,False,False,True
2403,False,False,False,False,True,False
2404,False,False,False,False,True,False
2405,False,False,False,False,True,True
2406,False,False,False,False,True,False
2407,False,False,False,True,True,False
2408,False,False,False,True,False,False
2409,False,False,False,True,False,True
2410,False,False,False,True,False,False
2411,False,False,False,True,False,False
2412,False,False,False,True,False,False
2413,False,False,True,False,False,False
2414,False,False,False,False,False,False
2415,False,False,False,True,False,False
2416,False,False,False,True,False,False
2417,False,False,False,True,False,True
2418,False,False,False,True,False,False
2419,False,False,False,False,False,False
2420,False,False,False,True,False,False
2421,False,False,False,False,False,True
2422,False,False,True,False,False,False
2423,False,True,False,False,False,True
2424,False,False,True,False,False,False
2425,False,False,True,False,False,True
2426,False,True,False,False,False,True
2427,False,True,False,False,False,True
2428,False,True,False,False,False,False
2429,False,False,True,False,False,False
2430,False,True,False,False,False,False
2431,True,True,False,False,True,True
2432,False,False,False,False,True,False
2433,False,False,False,False,True,True
2434,False,False,False,False,True,False
2435,False,False,True,False,False,True
2436,False,False,False,False,False,False
2437,False,False,False,False,False,True
2438,False,False,False,False,False,True
2439,False,False,False,False,False,False
2440,False,False,False,False,False,False
2441,False,False,False,False,False,True
2442,False,False,False,True,False,False
2443,False,False,False,False,False,False
2444,False,False,False,True,False,True
2445,False,False,False,False,False,True
2446,False,False,True,False,False,True
2447,False,False,True,False,False,False
2448,False,False,False,False,False,False
2449,False,False,False,True,False,True
2450,False,False,False,False,False,False
2451,False,False,False,False,False,False
2452,False,False,False,True,False,False
2453,False,False,False,True,False,False
2454,False,False,False,True,False,True
2455,False,False,False,True,False,False
2456,False,False,False,True,False,False
2457,False,False,False,False,False,False
2458,False,False,True,False,False,True
2459,False,False,False,False,False,False
2460,False,False,False,False,False,False
2461,False,False,False,True,False,True
2462,False,False,False,False,False,False
2463,False,False,False,False,False,False
2464,False,False,False,False,False,False
2465,False,False,False,True,False,False
2466,False,False,False,False,False,False
2467,True,True,False,False,True,False
2468,False,False,True,False,True,True
2469,False,False,True,False,False,False
2470,False,True,False,False,True,False
2471,False,True,False,False,True,False
2472,False,True,False,False,True,False
2473,False,True,False,False,False,False
2474,False,True,False,False,False,False
2475,False,True,False,False,False,True
2476,False,True,False,False,False,False
2477,False,True,False,False,False,False
2478,False,True,False,False,False,True
2479,False,False,True,False,False,False
2480,True,True,False,False,True,False
2481,False,True,False,False,False,False
2482,False,True,False,False,False,False
2483,False,True,False,False,False,True
2484,False,True,False,False,False,False
2485,False,False,True,False,False,True
2486,False,True,False,False,False,True
2487,False,True,False,False,False,False
2488,False,False,True,False,False,True
2489,False,True,False,False,False,True
2490,False,True,False,False,False,False
2491,False,False,False,False,True,False
2492,False,False,True,False,False,False
2493,False,True,False,False,False,True
2494,False,True,False,False,False,False
2495,False,True,False,False,False,False
2496,False,True,False,False,False,False
2497,True,True,False,False,True,False
2498,False,False,False,False,True,False
2499,False,False,False,False,True,False
2500,False,False,False,False,True,False
2501,False,False,False,False,True,False
2502,False,False,False,False,True,False
2503,False,False,False,False,False,False
2504,False,False,False,True,False,True
2505,False,False,False,True,False,False
2506,False,False,False,True,False,False
2507,False,False,False,False,False,False
2508,False,True,False,False,False,True
2509,False,True,False,False,False,False
2510,False,True,False,False,False,False
2511,False,False,True,False,False,True
2512,False,True,False,False,False,False
2513,False,False,False,True,True,True
2514,False,False,True,False,False,False
2515,False,True,False,False,False,True
2516,False,False,True,False,False,True
2517,False,False,True,False,False,False
2518,False,False,True,False,False,False
2519,False,True,False,False,False,True
2520,False,True,False,False,False,False
2521,False,True,False,False,False,True
2522,False,False,True,False,False,False
2523,False,False,True,False,False,False
2524,False,False,False,False,True,False
2525,False,False,True,False,False,True
2526,False,False,True,False,False,True
2527,False,True,False,False,False,False
2528,False,True,False,False,False,False
2529,False,True,False,False,False,False
2530,True,True,False,False,True,False
2531,False,False,False,False,True,False
2532,False,False,False,False,True,False
2533,False,False,False,False,True,False
2534,False,False,False,False,True,False
2535,False,False,False,False,False,False
2536,False,False,False,True,False,False
2537,False,False,False,False,False,False
2538,False,False,False,False,False,False
2539,False,False,False,False,False,False
2540,False,False,False,True,False,False
2541,False,True,False,False,False,True
2542,False,True,False,False,False,False
2543,False,True,False,False,False,False
2544,False,True,False,False,False,True
2545,False,True,False,False,False,False
2546,False,False,False,False,False,False
2547,False,True,False,False,False,False
2548,False,False,True,False,False,False
2549,False,False,True,False,False,False
2550,False,False,True,False,False,True
2551,False,True,False,False,False,True
2552,False,True,False,False,False,False
2553,False,True,False,False,False,True
2554,False,False,True,False,False,False
2555,False,True,False,False,False,False
2556,False,True,False,False,False,True
2557,False,False,True,False,False,False
2558,False,False,False,False,False,False
2559,False,True,False,False,False,True
2560,False,True,False,False,False,False
2561,True,True,False,False,True,False
2562,False,False,False,False,True,False
2563,False,False,False,False,True,True
2564,False,False,False,False,True,False
2565,False,False,False,False,False,True
2566,False,False,False,True,False,False
2567,False,False,False,False,False,False
2568,False,False,False,False,False,False
2569,False,False,False,False,False,True
2570,False,False,False,False,False,False
2571,False,False,False,True,False,False
2572,False,False,False,False,False,False
2573,False,False,False,True,False,False
2574,False,False,False,False,False,False
2575,False,False,False,False,False,True
2576,False,False,False,False,False,False
2577,False,False,False,False,False,False
2578,False,False,False,False,False,False
2579,False,True,False,False,False,True
2580,False,True,False,False,False,False
2581,False,True,False,False,False,False
2582,False,False,True,False,False,False
2583,False,False,True,False,False,False
2584,False,True,False,False,False,False
2585,False,True,False,False,False,False
2586,False,True,False,False,False,True
2587,False,False,True,False,False,False
2588,False,False,True,False,False,True
2589,False,False,True,False,False,False
2590,False,False,True,False,False,False
2591,False,True,False,False,False,True
2592,False,True,False,False,False,False
2593,False,True,False,False,False,False
2594,False,True,False,False,False,False
2595,False,True,False,False,False,True
2596,False,True,False,False,False,False
2597,True,True,False,False,True,True
2598,False,False,False,False,True,False
2599,False,False,False,False,True,False
2600,False,False,False,False,True,True
2601,False,False,False,False,False,False
2602,False,True,False,False,False,False
2603,False,False,False,False,False,False
2604,False,False,False,False,False,False
2605,False,False,False,False,False,False
2606,False,False,False,False,False,True
2607,False,False,False,True,False,False
2608,False,False,True,False,False,True
2609,False,False,True,False,False,True
2610,False,True,False,False,False,False
2611,False,True,False,False,False,False
2612,False,True,False,False,False,False
2613,False,True,False,False,False,False
2614,False,False,True,False,False,False
2615,False,True,False,False,False,True
2616,False,False,True,False,False,False
2617,False,True,False,False,False,False
2618,False,False,True,False,False,False
2619,False,True,False,False,False,True
2620,False,True,False,False,False,False
2621,False,False,True,False,False,False
2622,False,True,False,False,False,False
2623,False,False,True,False,False,False
2624,False,True,False,False,False,True
2625,False,False,True,False,False,True
2626,False,True,False,False,False,False
2627,False,True,False,False,False,True
2628,False,False,True,False,False,False
2629,False,True,False,False,False,True
2630,True,True,False,False,True,True
2631,False,False,False,False,True,False
2632,False,False,False,False,True,True
2633,False,False,False,False,True,False
2634,False,False,False,False,True,False
2635,False,False,True,False,False,True
2636,False,False,False,False,False,False
2637,False,False,False,False,False,True
2638,False,False,False,False,False,True
2639,False,False,False,False,False,False
2640,False,True,False,False,False,True
2641,False,True,False,False,False,False
2642,False,True,False,False,False,False
2643,False,True,False,False,False,False
2644,False,False,True,False,False,True
2645,False,False,True,False,False,False
2646,False,True,False,False,False,False
2647,False,True,False,False,False,False
2648,False,True,False,False,False,False
2649,False,True,False,False,False,False
2650,False,True,False,False,False,False
2651,False,True,False,False,False,False
2652,False,True,False,False,False,False
2653,False,True,False,False,False,False
2654,False,True,False,False,False,True
2655,False,True,False,False,False,False
2656,False,False,True,False,False,True
2657,False,True,False,False,False,True
2658,False,False,True,False,False,True
2659,False,False,True,False,False,True
2660,False,False,True,False,False,True
2661,False,False,True,False,False,True
2662,False,True,False,False,False,False
2663,False,True,False,False,False,True
2664,False,True,False,False,False,False
2665,True,True,False,False,True,False
2666,False,False,False,False,True,False
2667,False,False,False,False,True,True
2668,False,True,False,False,False,False
2669,False,False,True,False,False,True
2670,False,False,False,False,True,False
2671,False,False,False,False,True,True
2672,False,False,False,False,False,False
2673,False,False,False,False,False,True
2674,False,False,False,False,False,False
2675,False,False,False,False,False,True
2676,False,False,True,False,False,False
2677,False,False,True,False,False,True
2678,False,True,False,False,False,True
2679,False,True,False,False,False,False
2680,False,True,False,False,False,False
2681,False,True,False,False,False,True
2682,False,True,False,False,False,False
2683,False,True,False,False,False,False
2684,False,False,True,False,False,False
2685,False,True,False,False,False,True
2686,False,False,True,False,False,False
2687,False,True,False,False,False,False
2688,False,True,False,False,False,False
2689,False,False,True,False,False,False
2690,False,True,False,False,False,True
2691,False,True,False,False,False,False
2692,False,False,True,False,False,False
2693,False,False,True,False,False,True
2694,False,True,False,False,False,False
2695,False,False,True,False,False,False
2696,False,True,False,False,False,False
2697,False,True,False,False,False,True
2698,False,True,False,False,False,False
2699,False,True,False,False,False,False
2700,False,True,False,False,False,False
2701,False,False,True,False,False,False
2702,False,True,False,False,False,True
2703,False,True,False,False,False,True
2704,False,False,True,False,False,True
2705,False,False,True,False,False,True
2706,False,False,True,False,False,False
2707,False,False,True,False,False,True
2708,False,True,False,False,False,False
2709,False,False,True,False,False,True
2710,False,True,False,False,False,False
2711,False,True,False,False,False,True
2712,False,True,False,False,False,False
2713,False,False,True,False,False,True
2714,False,True,False,False,False,False
2715,False,True,False,False,False,False
2716,True,True,False,False,True,True
2717,False,False,False,False,True,False
2718,False,False,False,False,True,False
2719,False,False,False,False,True,False
2720,False,False,False,False,True,True
2721,False,False,False,False,False,False
2722,False,False,False,False,False,False
2723,False,False,False,True,False,False
2724,False,False,True,False,False,False
2725,False,False,False,False,False,True
2726,False,False,False,True,False,False
2727,False,False,True,False,False,False
2728,False,False,True,False,False,True
2729,False,False,True,False,False,False
2730,False,False,True,False,False,False
2731,False,False,False,False,False,False
2732,False,False,False,False,False,False
2733,False,False,False,False,False,False
2734,False,False,False,False,False,False
2735,False,True,False,False,False,True
2736,False,False,False,False,False,False
2737,False,False,False,False,False,False
2738,False,False,False,False,False,False
2739,False,False,False,False,False,True
2740,False,False,False,False,False,True
2741,False,False,False,False,False,False
2742,False,False,False,False,False,True
2743,True,True,False,False,True,False
2744,False,False,False,False,True,True
2745,False,False,False,False,True,False
2746,False,False,True,False,False,True
2747,False,False,False,False,True,True
2748,False,False,False,False,False,False
2749,False,False,False,True,False,True
2750,False,False,False,False,False,False
2751,False,False,False,True,False,False
2752,False,False,False,False,False,True
2753,False,False,False,False,False,False
2754,False,False,True,False,False,True
2755,False,False,False,False,False,True
2756,False,False,False,True,False,False
2757,False,False,True,False,False,False
2758,False,False,False,False,False,False
2759,False,False,False,False,False,False
2760,False,False,False,False,False,False
2761,False,False,False,False,False,True
2762,False,False,False,True,False,False
2763,False,False,False,False,False,False
2764,False,False,False,False,False,False
2765,False,False,False,False,False,True
2766,False,False,False,False,False,False
2767,False,False,False,False,False,False
2768,False,False,True,False,False,False
2769,False,False,False,False,False,True
2770,False,False,False,True,False,False
2771,False,False,False,True,False,False
2772,False,False,False,False,False,False
2773,False,False,False,True,False,False
2774,False,False,False,True,False,True
2775,False,False,False,False,False,False
2776,False,False,False,True,False,True
2777,False,False,False,True,False,False
2778,False,False,False,True,False,False
2779,False,True,False,False,False,False
2780,False,False,True,False,False,False
2781,False,False,False,True,False,False
2782,True,True,False,False,True,True
2783,False,False,False,False,True,True
2784,False,False,False,False,True,True
2785,False,False,False,False,True,False
2786,False,False,False,False,True,False
2787,False,False,False,True,False,True
2788,False,False,False,True,False,False
2789,False,False,False,False,False,False
2790,False,False,False,False,False,True
2791,False,False,True,False,False,False
2792,False,True,False,False,False,False
2793,False,False,True,False,False,False
2794,False,False,True,False,False,False
2795,False,True,False,False,False,True
2796,False,False,True,False,False,False
2797,False,True,False,False,False,False
2798,False,True,False,False,False,False
2799,False,True,False,False,False,False
2800,False,True,False,False,False,False
2801,False,True,False,False,False,False
2802,False,True,False,False,False,True
2803,False,True,False,False,False,False
2804,False,True,False,False,False,False
2805,False,True,False,False,False,False
2806,False,True,False,False,False,False
2807,False,True,False,False,False,False
2808,False,True,False,False,False,True
2809,False,False,True,False,False,False
2810,False,False,True,False,False,False
2811,False,False,True,False,False,False
2812,False,False,True,False,False,True
2813,False,False,True,False,False,True
2814,False,False,True,False,False,False
2815,False,True,False,False,False,True
2816,False,True,False,False,False,True
2817,False,True,False,False,False,False
2818,False,True,False,False,False,False
2819,False,True,False,False,False,True
2820,False,True,False,False,False,False
2821,False,True,False,False,False,False
2822,True,True,False,False,True,False
2823,False,False,False,False,True,True
2824,False,True,False,False,False,False
2825,False,False,False,False,True,False
2826,False,False,False,False,True,True
2827,False,False,False,False,True,False
2828,False,False,False,False,False,True
2829,False,False,False,False,False,False
2830,False,False,False,False,False,False
2831,False,False,False,False,False,True
2832,False,False,False,True,False,False
2833,False,False,False,False,False,False
2834,False,False,False,False,False,False
2835,False,False,True,False,False,False
2836,False,False,False,True,False,False
2837,False,False,True,False,False,True
2838,False,False,True,False,False,False
2839,False,False,True,False,False,False
2840,False,True,False,False,False,True
2841,False,True,False,False,False,False
2842,False,False,True,False,False,True
2843,False,False,True,False,False,False
2844,False,False,True,False,False,False
2845,False,False,True,False,False,False
2846,True,True,False,False,True,False
2847,False,True,False,False,False,False
2848,False,False,True,False,False,False
2849,False,False,True,False,False,False
2850,False,False,True,False,False,False
2851,False,False,True,False,False,True
2852,False,True,False,False,False,False
2853,False,True,False,False,False,False
2854,True,True,False,False,True,False
2855,False,False,False,False,True,True
2856,False,False,False,False,True,False
2857,False,False,False,False,True,True
2858,False,False,False,False,True,False
2859,False,False,False,False,False,False
2860,False,False,False,False,False,False
2861,False,False,False,True,False,False
2862,False,False,False,False,False,False
2863,False,False,False,False,False,False
2864,False,False,False,True,False,False
2865,False,False,False,False,False,False
2866,False,False,False,False,False,False
2867,False,True,False,False,False,False
2868,False,False,False,False,True,False
2869,False,False,True,False,False,False
2870,False,True,False,False,False,False
2871,False,True,False,False,False,False
2872,False,True,False,False,False,True
2873,False,False,True,False,False,False
2874,False,True,False,False,False,False
2875,False,False,True,False,False,True
2876,False,True,False,False,False,False
2877,False,True,False,False,False,False
2878,False,True,False,False,False,True
2879,False,False,False,False,True,False
2880,False,False,True,False,False,False
2881,False,True,False,False,False,True
2882,False,True,False,False,False,False
2883,False,False,True,False,False,False
2884,False,False,True,False,False,True
2885,False,True,False,False,False,True
2886,True,True,False,False,True,False
2887,False,False,False,False,True,False
2888,False,False,False,False,True,True
2889,False,False,False,False,True,False
2890,True,True,False,False,True,True
2891,False,False,False,True,True,False
2892,False,False,False,False,True,False
2893,False,False,True,False,False,False
2894,False,False,False,False,False,False
2895,False,False,False,True,False,True
2896,False,False,False,True,False,True
2897,False,False,False,True,False,False
2898,False,False,True,False,False,False
2899,False,False,True,False,False,False
2900,False,True,False,False,False,False
2901,False,False,True,False,False,False
2902,False,False,False,False,False,False
2903,False,True,False,False,False,False
2904,False,False,True,False,False,False
2905,False,True,False,False,False,False
2906,False,False,True,False,False,True
2907,False,True,False,False,False,False
2908,False,True,False,False,False,False
2909,False,True,False,False,False,False
2910,False,False,True,False,False,True
2911,False,False,True,False,False,False
2912,False,True,False,False,False,False
2913,False,False,False,False,False,True
2914,False,False,True,False,False,False
2915,False,True,False,False,False,True
2916,False,True,False,False,False,False
2917,False,True,False,False,False,True
2918,False,True,False,False,False,False
2919,False,True,False,False,False,True
2920,False,True,False,False,False,False
2921,False,True,False,False,False,False
2922,False,True,False,False,False,False
2923,False,True,False,False,False,False
2924,False,False,False,True,False,True
2925,False,True,False,False,False,False
2926,False,True,False,False,False,False
2927,False,True,False,False,False,False
2928,False,True,False,False,False,False
2929,False,True,False,False,False,False
2930,False,True,False,False,False,True
2931,False,True,False,False,False,False
2932,False,True,False,False,False,False
2933,False,True,False,False,False,False
2934,False,True,False,False,False,False
2935,False,False,False,True,False,True
2936,False,True,False,False,False,False
2937,False,True,False,False,False,True
2938,False,True,False,False,False,False
2939,False,True,False,False,False,False
2940,False,True,False,False,False,False
2941,False,True,False,False,False,False
2942,True,True,False,False,True,False
2943,False,False,False,False,True,False
2944,False,False,False,False,True,False
2945,False,False,True,False,True,False
2946,False,True,False,False,False,True
2947,False,False,True,False,False,False
2948,False,False,False,False,False,True
2949,False,False,True,False,False,False
2950,False,False,True,False,False,False
2951,False,False,True,False,False,False
2952,False,False,True,False,False,False
2953,False,False,True,False,False,True
2954,False,False,True,False,False,False
2955,False,False,False,True,False,False
2956,False,False,False,True,False,True
2957,False,True,False,False,False,False
2958,False,False,False,True,False,False
2959,False,False,False,False,False,False
2960,False,False,False,False,False,False
2961,False,False,False,False,False,True
2962,False,False,False,False,False,False
2963,False,False,False,True,False,False
2964,False,False,False,False,False,True
2965,False,False,False,False,False,False
2966,False,False,False,True,False,False
2967,False,False,False,False,False,False
2968,False,True,False,False,False,True
2969,False,False,False,False,False,False
2970,False,False,False,True,False,False
2971,False,False,False,True,False,True
2972,False,False,False,False,False,True
2973,False,False,False,False,False,True
2974,False,False,False,False,False,False
2975,False,False,False,True,False,False
2976,False,False,False,True,False,True
2977,False,False,False,False,False,True
2978,False,False,False,False,False,False
2979,False,False,True,False,False,True
2980,False,False,False,False,False,False
2981,False,False,False,True,False,False
2982,False,False,False,False,False,False
2983,False,False,False,True,False,False
2984,False,False,False,False,False,True
2985,False,False,False,True,False,False
2986,False,False,False,False,False,False
2987,False,False,False,False,False,False
2988,True,True,False,False,True,False
2989,False,False,False,False,True,True
2990,False,False,True,False,False,False
2991,False,False,False,False,True,False
2992,False,False,False,False,True,True
2993,False,False,False,True,True,True
2994,False,False,False,False,True,False
2995,False,False,False,False,False,False
2996,False,False,False,False,False,True
2997,False,False,False,False,False,False
2998,False,False,False,False,False,False
2999,False,False,False,False,False,True
3000,False,False,False,False,False,True
3001,False,False,False,False,True,False
3002,False,True,False,False,False,True
3003,False,False,False,True,False,False
3004,False,False,False,True,False,False
3005,False,False,False,True,False,True
3006,False,False,False,False,False,False
3007,False,True,False,False,False,False
3008,False,False,True,False,False,True
3009,False,True,False,False,False,False
3010,False,True,False,False,False,False
3011,False,True,False,False,False,False
3012,False,True,False,False,False,False
3013,False,True,False,False,False,True
3014,False,False,True,False,False,False
3015,False,False,True,False,False,False
3016,False,False,True,False,False,True
3017,False,False,True,False,False,False
3018,True,True,False,False,True,True
3019,False,True,False,False,True,False
3020,False,True,False,False,True,True
3021,False,True,False,False,True,False
3022,False,False,True,False,False,False
3023,False,False,True,False,False,False
3024,False,False,True,False,False,False
3025,False,False,True,False,False,False
3026,False,False,True,False,False,True
3027,False,False,True,False,False,False
3028,False,False,True,False,False,True
3029,False,False,True,False,False,False
3030,False,False,True,False,False,False
3031,False,False,True,False,False,True
3032,False,False,True,False,False,False
3033,False,False,True,False,False,True
3034,False,False,True,False,False,True
3035,False,True,False,False,False,False
3036,False,False,True,False,False,True
3037,False,False,True,False,False,False
3038,False,False,True,False,False,False
3039,False,True,False,False,False,False
3040,False,True,False,False,False,False
3041,False,False,True,False,False,False
3042,False,False,True,False,False,False
3043,False,False,True,False,False,False
3044,False,True,False,False,False,False
3045,False,False,True,False,False,True
3046,False,False,True,False,False,True
3047,False,False,True,False,False,False
3048,False,False,True,False,False,False
3049,False,False,True,False,False,False
3050,False,False,True,False,False,False
3051,False,False,True,False,False,True
3052,False,False,True,False,False,True
3053,False,True,False,False,False,False
3054,False,True,False,False,False,False
3055,False,True,False,False,False,False
3056,False,False,True,False,False,False
3057,False,True,False,False,False,True
3058,False,True,False,False,False,True
3059,True,True,False,False,True,True
3060,False,False,False,False,True,False
3061,False,False,False,False,True,False
3062,False,False,False,False,True,True
3063,False,False,False,True,False,False
3064,False,False,False,False,False,True
3065,False,False,False,False,False,False
3066,False,False,True,False,False,False
3067,False,False,True,False,False,True
3068,False,True,False,False,False,False
3069,False,False,True,False,False,False
3070,False,False,True,False,False,True
3071,False,True,False,False,False,False
3072,False,True,False,False,False,False
3073,False,True,False,False,False,True
3074,False,False,True,False,False,False
3075,False,False,True,False,False,True
3076,False,True,False,False,False,True
3077,False,True,False,False,False,False
3078,False,True,False,False,False,False
3079,False,False,True,False,False,False
3080,False,True,False,False,False,False
3081,False,True,False,False,False,True
3082,False,True,False,False,False,True
3083,False,True,False,False,False,False
3084,False,True,False,False,False,True
3085,False,True,False,False,False,True
3086,False,True,False,False,False,False
3087,False,True,False,False,False,False
3088,False,True,False,False,False,False
3089,False,True,False,False,False,False
3090,False,False,True,False,False,False
3091,False,False,True,False,False,False
3092,False,True,False,False,False,True
3093,True,True,False,False,True,False
3094,False,False,False,False,True,False
3095,False,False,False,False,True,True
3096,False,False,False,False,True,False
3097,False,False,False,True,True,False
3098,False,False,False,False,False,True
3099,False,False,False,False,False,True
3100,False,False,False,False,False,True
3101,False,True,False,False,False,False
3102,False,False,False,True,False,True
3103,False,False,False,True,False,False
3104,False,False,False,False,False,True
3105,False,False,False,False,False,True
3106,False,False,False,True,False,False
3107,False,False,False,True,False,False
3108,False,False,False,True,False,True
3109,False,False,False,True,False,True
3110,False,False,True,False,False,False
3111,False,False,True,False,False,False
3112,False,False,False,False,True,True
3113,False,True,False,False,False,True
3114,False,True,False,False,False,False
3115,False,True,False,False,False,True
3116,False,False,True,False,False,True
3117,False,False,True,False,False,True
3118,False,True,False,False,False,True
3119,False,False,True,False,False,True
3120,False,False,True,False,False,True
3121,False,False,True,False,False,True
3122,False,True,False,False,False,False
3123,False,True,False,False,False,False
3124,False,True,False,False,False,False
3125,False,True,False,False,False,False
3126,False,True,False,False,False,True
3127,False,False,True,False,False,True
3128,False,True,False,False,False,False
3129,False,False,True,False,False,True
3130,False,True,False,False,False,False
3131,False,True,False,False,False,False
3132,False,True,False,False,False,False
3133,False,True,False,False,False,False
3134,False,True,False,False,False,False
3135,False,False,True,False,False,False
3136,False,True,False,False,False,False
3137,True,True,False,False,True,False
3138,False,False,False,False,True,False
3139,False,False,False,False,True,True
3140,False,False,False,False,True,True
3141,False,False,False,False,True,False
3142,False,False,False,False,False,True
3143,False,False,False,False,False,False
3144,False,False,False,False,False,False
3145,False,False,False,True,False,True
3146,False,True,False,False,False,False
3147,False,False,False,True,False,False
3148,False,False,False,False,False,False
3149,False,False,False,True,False,True
3150,False,True,False,False,False,False
3151,False,True,False,False,False,False
3152,False,True,False,False,False,True
3153,False,False,True,False,False,True
3154,False,True,False,False,False,False
3155,False,True,False,False,False,False
3156,False,True,False,False,False,False
3157,False,True,False,False,False,False
3158,False,True,False,False,False,False
3159,False,False,True,False,False,False
3160,False,True,False,False,False,True
3161,False,False,True,False,False,False
3162,False,False,True,False,False,False
3163,False,True,False,False,False,False
3164,False,True,False,False,False,False
3165,False,True,False,False,False,False
3166,False,False,True,False,False,False
3167,False,True,False,False,False,True
3168,False,True,False,False,False,False
3169,False,True,False,False,False,False
3170,True,True,False,False,True,True
3171,False,False,False,False,True,False
3172,False,False,False,False,True,False
3173,False,False,False,False,True,False
3174,False,False,False,False,False,False
3175,False,False,False,False,False,True
3176,False,False,False,False,False,False
3177,False,False,False,False,False,True
3178,False,False,False,False,False,False
3179,False,True,False,False,False,True
3180,False,True,False,False,False,True
3181,False,True,False,False,False,True
3182,False,False,True,False,False,False
3183,False,True,False,False,False,False
3184,False,True,False,False,False,False
3185,False,False,True,False,False,True
3186,False,False,True,False,False,False
3187,False,True,False,False,False,False
3188,False,True,False,False,False,False
3189,False,True,False,False,False,False
3190,False,False,True,False,False,False
3191,False,True,False,False,False,True
3192,False,True,False,False,False,False
3193,False,False,True,False,False,False
3194,False,False,True,False,False,True
3195,False,True,False,False,False,False
3196,False,True,False,False,False,False
3197,False,False,True,False,False,True
3198,True,True,False,False,True,False
3199,False,False,False,False,True,True
3200,False,False,False,False,True,False
3201,False,True,False,False,False,False
3202,False,False,False,False,True,True
3203,False,False,False,False,False,True
3204,False,False,False,False,False,False
3205,False,False,False,False,False,False
3206,False,False,False,False,False,False
3207,False,False,False,False,False,True
3208,False,True,False,False,False,False
3209,False,True,False,False,False,True
3210,False,True,False,False,False,True
3211,False,True,False,False,False,False
3212,False,False,True,False,False,False
3213,False,True,False,False,False,True
3214,False,True,False,False,False,False
3215,False,True,False,False,False,False
3216,False,True,False,False,False,False
3217,False,True,False,False,False,True
3218,False,True,False,False,False,False
3219,False,True,False,False,False,False
3220,False,True,False,False,False,True
3221,False,True,False,False,False,False
3222,False,True,False,False,False,False
3223,False,False,False,False,True,False
3224,False,True,False,False,False,False
3225,False,False,True,False,False,False
3226,False,False,True,False,False,False
3227,False,True,False,False,False,False
3228,False,True,False,False,False,False
3229,False,True,False,False,False,False
3230,False,True,False,False,False,True
3231,False,False,True,False,False,False
3232,False,False,True,False,False,False
3233,False,False,True,False,False,False
3234,False,False,True,False,False,False
3235,True,True,False,False,True,True
3236,False,True,False,False,False,False
3237,True,True,False,False,True,False
3238,False,False,False,False,True,True
3239,False,False,False,False,True,False
3240,False,False,False,False,True,False
