,goldDiff - TOP_-56to0,goldDiff - JG_-85to0,goldDiff - SUPP_-21to0,item0 - SUPPR_NoItem,item0 - SUPPB_NoItem,level - TOPB_0to3,level - SUPPR_0to2,level - JGB_0to3,level - MIDB_0to3,level - ADCB_0to2,level - SUPPB_0to2,level - TOPR_0to3,level - JGR_0to3,level - MIDR_0to3,level - ADCR_0to2,minute_0to4,xpDiff - MID_-11to18,wardsPlaced - TOPB
4142,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
4143,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4145,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4146,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4147,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4148,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4150,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4151,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4152,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4153,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4154,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
4155,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4156,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4157,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4158,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4159,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4160,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4161,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4162,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4163,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4164,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4165,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4166,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4167,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4168,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4169,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4170,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4171,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4172,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4173,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4174,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4175,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4176,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4177,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
4178,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False
4179,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4180,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True
4181,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False
4182,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
4183,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4184,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4185,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4186,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4187,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4188,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4189,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4190,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
4191,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4192,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4193,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4194,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4195,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4196,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4197,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4198,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4199,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4200,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4201,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
4202,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4203,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4204,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4205,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4206,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4207,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4208,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4209,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4210,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4211,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
4212,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True
4213,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False
4214,True,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False
4215,False,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True
4216,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
4217,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4218,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4219,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4220,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4221,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4222,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4223,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4224,False,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True
4225,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4226,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4227,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4228,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4229,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4230,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4231,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4232,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4233,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4234,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4235,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
4236,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4237,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4238,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4239,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4240,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4241,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4242,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4243,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4244,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4245,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4246,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4247,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4248,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4249,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4250,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4251,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4252,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4253,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4254,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4255,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4256,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4257,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4258,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4259,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
4260,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
4261,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False
4262,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True
4263,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4264,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4265,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4266,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4267,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4268,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4269,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4270,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4271,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4273,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4274,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4275,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4276,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4277,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4278,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4279,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4280,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4281,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4282,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4283,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4284,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4285,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4286,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4287,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4288,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4289,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4290,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4291,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4292,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4293,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4294,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4295,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4296,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4297,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4298,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4299,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4300,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4301,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4302,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4303,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4304,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4305,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4306,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4307,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4308,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4309,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4310,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4311,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
4312,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4313,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
4314,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True
4315,False,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True
4316,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
4317,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4318,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4319,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4320,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4321,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4322,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4323,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4324,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4325,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4326,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4327,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4328,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4329,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4330,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4331,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4332,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4334,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4335,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4336,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4337,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4338,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4339,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4340,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4341,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4342,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4343,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4344,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4345,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4346,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4347,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4348,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4349,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4350,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4351,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4352,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
4353,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
4354,False,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True
4355,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False
4356,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False
4357,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4358,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4359,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4360,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4361,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4362,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4363,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4364,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4365,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4366,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4367,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4368,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4369,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4370,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4371,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4372,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4373,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4374,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4375,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4376,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4377,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4378,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4379,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4380,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4381,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4382,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4383,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4384,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4385,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4386,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4387,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
4388,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
4389,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True
4390,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4391,False,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False
4392,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
4393,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4394,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4395,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4396,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4397,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
4398,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4399,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4401,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4402,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4403,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4404,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4405,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4406,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4407,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4408,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4409,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4410,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4411,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4412,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4413,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4414,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4415,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4416,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4417,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4418,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4419,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4420,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4421,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
4422,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False
4423,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4424,False,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True
4425,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True
4426,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4427,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4428,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4429,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4430,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4431,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4432,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4433,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4434,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4435,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4436,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4437,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4438,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4439,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4440,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4441,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4442,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4443,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4444,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4445,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4446,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4447,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4448,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4449,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4450,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4451,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4452,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4453,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4454,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4455,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
4456,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False
4457,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False
4458,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4459,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False
4460,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
4461,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4462,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4463,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4464,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
4465,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4466,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4467,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4468,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4469,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4470,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4471,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4472,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4473,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4474,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4475,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4476,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4477,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4478,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4479,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4480,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4481,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4482,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4483,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4484,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4485,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4486,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4487,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4488,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4489,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4490,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4491,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4492,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4493,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
4494,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False
